id_serie,id_episodio,nome_serie,nome_episodio,num_episodio,num_temporada,ano,duracao_minutos,generos,avaliacao_media,num_votos
tt0096697,tt0177842,The Simpsons,Treehouse of Horror VI,6,7,1995,30,"Animation,Comedy",8.5,1701
tt0096697,tt0348034,The Simpsons,Simpsons Roasting on an Open Fire,1,1,1989,30,"Animation,Comedy",8.2,4436
tt0096697,tt0701040,The Simpsons,"$pringfield (Or, How I Learned to Stop Worrying and Love Legalized Gambling)",10,5,1993,30,"Animation,Comedy",8.6,1671
tt0096697,tt0701041,The Simpsons,'Round Springfield,22,6,1995,30,"Animation,Comedy",8.3,1430
tt0096697,tt0701042,The Simpsons,'Scuse Me While I Miss the Sky,16,14,2003,30,"Animation,Comedy",7.2,759
tt0096697,tt0701043,The Simpsons,A Fish Called Selma,19,7,1996,30,"Animation,Comedy",8.3,1432
tt0096697,tt0701044,The Simpsons,A Hunka Hunka Burns in Love,4,13,2001,30,"Animation,Comedy",7.1,879
tt0096697,tt0701045,The Simpsons,A Star Is Burns,18,6,1995,30,"Animation,Comedy",8.5,1602
tt0096697,tt0701046,The Simpsons,A Star Is Born Again,13,14,2003,30,"Animation,Comedy",7,817
tt0096697,tt0701047,The Simpsons,A Star Is Torn,18,16,2005,30,"Animation,Comedy",6.7,739
tt0096697,tt0701048,The Simpsons,A Streetcar Named Marge,2,4,1992,30,"Animation,Comedy",8.2,1726
tt0096697,tt0701049,The Simpsons,A Tale of Two Springfields,2,12,2000,30,"Animation,Comedy",7.4,1053
tt0096697,tt0701050,The Simpsons,"All Singing, All Dancing",11,9,1998,30,"Animation,Comedy",5.1,1413
tt0096697,tt0701051,The Simpsons,All's Fair in Oven War,2,16,2004,30,"Animation,Comedy",7,770
tt0096697,tt0701052,The Simpsons,"Alone Again, Natura-Diddly",14,11,2000,30,"Animation,Comedy",7.9,1143
tt0096697,tt0701053,The Simpsons,Another Simpsons Clip Show,3,6,1994,30,"Animation,Comedy",6,1377
tt0096697,tt0701054,The Simpsons,Bart Carny,12,9,1998,30,"Animation,Comedy",7.8,1214
tt0096697,tt0701055,The Simpsons,Bart Gets Famous,12,5,1994,30,"Animation,Comedy",8.2,1481
tt0096697,tt0701056,The Simpsons,Bart Star,6,9,1997,30,"Animation,Comedy",7.8,1198
tt0096697,tt0701057,The Simpsons,Bart on the Road,20,7,1996,30,"Animation,Comedy",8.6,1464
tt0096697,tt0701058,The Simpsons,Bart the Fink,15,7,1996,30,"Animation,Comedy",7.7,1254
tt0096697,tt0701059,The Simpsons,Bart the General,5,1,1990,30,"Animation,Comedy",8.1,2261
tt0096697,tt0701060,The Simpsons,Bart the Murderer,4,3,1991,30,"Animation,Comedy",8.7,1886
tt0096697,tt0701061,The Simpsons,Bart vs. Lisa vs. 3rd Grade,3,14,2002,30,"Animation,Comedy",7.1,851
tt0096697,tt0701062,The Simpsons,Bart vs. Thanksgiving,7,2,1990,23,"Animation,Comedy",7.7,1744
tt0096697,tt0701063,The Simpsons,Bart's Dog Gets an F,16,2,1991,23,"Animation,Comedy",7.5,1646
tt0096697,tt0701064,The Simpsons,Bart's Friend Falls in Love,23,3,1992,30,"Animation,Comedy",7.8,1507
tt0096697,tt0701065,The Simpsons,Bart's Girlfriend,7,6,1994,30,"Animation,Comedy",8,1500
tt0096697,tt0701066,The Simpsons,Bart's Inner Child,7,5,1993,30,"Animation,Comedy",7.7,1426
tt0096697,tt0701067,The Simpsons,Barting Over,11,14,2003,30,"Animation,Comedy",6.7,862
tt0096697,tt0701068,The Simpsons,Behind the Laughter,22,11,2000,30,"Animation,Comedy",7.9,1231
tt0096697,tt0701069,The Simpsons,Beyond Blunderdome,1,11,1999,30,"Animation,Comedy",7.3,1198
tt0096697,tt0701070,The Simpsons,Black Widower,21,3,1992,30,"Animation,Comedy",8.2,1601
tt0096697,tt0701071,The Simpsons,The Bonfire of the Manatees,1,17,2005,30,"Animation,Comedy",6.2,818
tt0096697,tt0701072,The Simpsons,Boy Scoutz 'n the Hood,8,5,1993,30,"Animation,Comedy",8.7,1696
tt0096697,tt0701073,The Simpsons,"Brake My Wife, Please",20,14,2003,30,"Animation,Comedy",6.8,759
tt0096697,tt0701074,The Simpsons,Brawl in the Family,7,13,2002,30,"Animation,Comedy",6.9,862
tt0096697,tt0701075,The Simpsons,Brother's Little Helper,2,11,1999,30,"Animation,Comedy",7.5,1029
tt0096697,tt0701076,The Simpsons,"Brother, Can You Spare Two Dimes?",24,3,1992,30,"Animation,Comedy",8.2,1582
tt0096697,tt0701077,The Simpsons,Brush with Greatness,18,2,1991,30,"Animation,Comedy",8,1640
tt0096697,tt0701078,The Simpsons,"Burns, Baby Burns",4,8,1996,30,"Animation,Comedy",7.7,1384
tt0096697,tt0701079,The Simpsons,Bye Bye Nerdy,16,12,2001,30,"Animation,Comedy",6.5,925
tt0096697,tt0701080,The Simpsons,Cape Feare,2,5,1993,30,"Animation,Comedy",9.1,2705
tt0096697,tt0701081,The Simpsons,Co-Dependent's Day,15,15,2004,30,"Animation,Comedy",6.8,755
tt0096697,tt0701082,The Simpsons,Colonel Homer,20,3,1992,30,"Animation,Comedy",8,1611
tt0096697,tt0701083,The Simpsons,D'oh-in' in the Wind,6,10,1998,30,"Animation,Comedy",7.6,1177
tt0096697,tt0701084,The Simpsons,Dancin' Homer,5,2,1990,30,"Animation,Comedy",7.5,1798
tt0096697,tt0701085,The Simpsons,Das Bus,14,9,1998,30,"Animation,Comedy",8.2,1339
tt0096697,tt0701086,The Simpsons,Day of the Jackanapes,13,12,2001,30,"Animation,Comedy",7.2,880
tt0096697,tt0701087,The Simpsons,Deep Space Homer,15,5,1994,30,"Animation,Comedy",8.8,1963
tt0096697,tt0701088,The Simpsons,Diatribe of a Mad Housewife,10,15,2004,30,"Animation,Comedy",7.2,798
tt0096697,tt0701089,The Simpsons,Don't Fear the Roofer,16,16,2005,30,"Animation,Comedy",7.4,886
tt0096697,tt0701090,The Simpsons,"Dude, Where's My Ranch?",18,14,2003,30,"Animation,Comedy",7,852
tt0096697,tt0701091,The Simpsons,Dumbbell Indemnity,16,9,1998,30,"Animation,Comedy",7.7,1159
tt0096697,tt0701092,The Simpsons,E-I-E-I-(Annoyed Grunt),5,11,1999,30,"Animation,Comedy",7.7,1090
tt0096697,tt0701093,The Simpsons,Eight Misbehavin',7,11,1999,30,"Animation,Comedy",7.1,983
tt0096697,tt0701094,The Simpsons,The Mysterious Voyage of Homer,9,8,1997,30,"Animation,Comedy",8.5,1764
tt0096697,tt0701095,The Simpsons,Faith Off,11,11,2000,30,"Animation,Comedy",6.9,971
tt0096697,tt0701096,The Simpsons,Fat Man and Little Boy,5,16,2004,30,"Animation,Comedy",7.1,728
tt0096697,tt0701097,The Simpsons,Fear of Flying,11,6,1994,30,"Animation,Comedy",7.8,1431
tt0096697,tt0701098,The Simpsons,Flaming Moe's,10,3,1991,30,"Animation,Comedy",8.8,2092
tt0096697,tt0701099,The Simpsons,Future-Drama,15,16,2005,30,"Animation,Comedy",7.3,816
tt0096697,tt0701100,The Simpsons,Goo Goo Gai Pan,12,16,2005,30,"Animation,Comedy",7,787
tt0096697,tt0701101,The Simpsons,Grift of the Magi,9,11,1999,30,"Animation,Comedy",7.3,1075
tt0096697,tt0701102,The Simpsons,Guess Who's Coming to Criticize Dinner?,3,11,1999,30,"Animation,Comedy",7.5,1056
tt0096697,tt0701103,The Simpsons,Gump Roast,17,13,2002,30,"Animation,Comedy",5.6,951
tt0096697,tt0701104,The Simpsons,Half-Decent Proposal,10,13,2002,30,"Animation,Comedy",7.4,906
tt0096697,tt0701105,The Simpsons,"Hello Gutter, Hello Fadder",6,11,1999,30,"Animation,Comedy",7.3,996
tt0096697,tt0701106,The Simpsons,Helter Shelter,5,14,2002,30,"Animation,Comedy",6.8,830
tt0096697,tt0701107,The Simpsons,Home Away from Homer,20,16,2005,30,"Animation,Comedy",7.1,731
tt0096697,tt0701108,The Simpsons,Home Sweet Home-Dum-Diddly Doodily,3,7,1995,30,"Animation,Comedy",8.3,1402
tt0096697,tt0701109,The Simpsons,Homer Badman,9,6,1994,30,"Animation,Comedy",9,2127
tt0096697,tt0701110,The Simpsons,Homer Defined,5,3,1991,30,"Animation,Comedy",8.5,1849
tt0096697,tt0701111,The Simpsons,"Homer Simpson, This Is Your Wife",15,17,2006,30,"Animation,Comedy",6.4,1042
tt0096697,tt0701112,The Simpsons,Homer and Apu,13,5,1994,30,"Animation,Comedy",8.3,1532
tt0096697,tt0701113,The Simpsons,Homer and Ned's Hail Mary Pass,8,16,2005,30,"Animation,Comedy",6.3,778
tt0096697,tt0701114,The Simpsons,Homer at the Bat,17,3,1992,30,"Animation,Comedy",8.7,2066
tt0096697,tt0701115,The Simpsons,Homer the Great,12,6,1995,30,"Animation,Comedy",9,1926
tt0096697,tt0701116,The Simpsons,Homer the Moe,3,13,2001,30,"Animation,Comedy",7.2,920
tt0096697,tt0701117,The Simpsons,Homer the Vigilante,11,5,1994,30,"Animation,Comedy",8.2,1564
tt0096697,tt0701118,The Simpsons,Homer to the Max,13,10,1999,30,"Animation,Comedy",7.8,1164
tt0096697,tt0701119,The Simpsons,Homer vs. Patty and Selma,17,6,1995,30,"Animation,Comedy",7.9,1328
tt0096697,tt0701120,The Simpsons,Homer vs. the 18th Amendment,18,8,1997,30,"Animation,Comedy",8.8,1708
tt0096697,tt0701121,The Simpsons,Homer's Barbershop Quartet,1,5,1993,30,"Animation,Comedy",8.5,1858
tt0096697,tt0701122,The Simpsons,Homer's Enemy,23,8,1997,30,"Animation,Comedy",9.3,3039
tt0096697,tt0701123,The Simpsons,Homer's Night Out,10,1,1990,30,"Animation,Comedy",7.4,1981
tt0096697,tt0701124,The Simpsons,Homer's Odyssey,3,1,1990,30,"Animation,Comedy",7.4,2240
tt0096697,tt0701125,The Simpsons,Homer's Paternity Coot,10,17,2006,30,"Animation,Comedy",6.6,734
tt0096697,tt0701126,The Simpsons,Homer's Phobia,15,8,1997,30,"Animation,Comedy",8.9,2076
tt0096697,tt0701127,The Simpsons,Homerpalooza,24,7,1996,30,"Animation,Comedy",8,1386
tt0096697,tt0701128,The Simpsons,Homie the Clown,15,6,1995,30,"Animation,Comedy",8.6,1640
tt0096697,tt0701129,The Simpsons,How I Spent My Strummer Vacation,2,14,2002,30,"Animation,Comedy",7.3,946
tt0096697,tt0701130,The Simpsons,Hungry Hungry Homer,15,12,2001,30,"Animation,Comedy",7.5,965
tt0096697,tt0701131,The Simpsons,Hurricane Neddy,8,8,1996,30,"Animation,Comedy",8.8,1653
tt0096697,tt0701132,The Simpsons,I Am Furious Yellow,18,13,2002,30,"Animation,Comedy",7.7,939
tt0096697,tt0701133,The Simpsons,I'm Goin' to Praiseland,19,12,2001,30,"Animation,Comedy",7.3,939
tt0096697,tt0701134,The Simpsons,I'm Spelling as Fast as I Can,12,14,2003,30,"Animation,Comedy",7.3,835
tt0096697,tt0701135,The Simpsons,I'm with Cupid,14,10,1999,30,"Animation,Comedy",7.3,1063
tt0096697,tt0701136,The Simpsons,In Marge We Trust,22,8,1997,30,"Animation,Comedy",8.1,1284
tt0096697,tt0701137,The Simpsons,Insane Clown Poppy,3,12,2000,30,"Animation,Comedy",7.1,964
tt0096697,tt0701138,The Simpsons,"It's a Mad, Mad, Mad, Mad Marge",21,11,2000,30,"Animation,Comedy",7.2,972
tt0096697,tt0701139,The Simpsons,Itchy & Scratchy: The Movie,6,4,1992,30,"Animation,Comedy",8.2,1667
tt0096697,tt0701140,The Simpsons,Itchy and Scratchy and Marge,9,2,1990,23,"Animation,Comedy",8.1,1831
tt0096697,tt0701141,The Simpsons,Jaws Wired Shut,9,13,2002,30,"Animation,Comedy",7.3,863
tt0096697,tt0701142,The Simpsons,Kamp Krusty,1,4,1992,30,"Animation,Comedy",8.5,1839
tt0096697,tt0701143,The Simpsons,Kill the Alligator and Run,19,11,2000,30,"Animation,Comedy",6.6,1050
tt0096697,tt0701144,The Simpsons,King Size Homer,7,7,1995,30,"Animation,Comedy",9,2084
tt0096697,tt0701145,The Simpsons,King of the Hill,23,9,1998,30,"Animation,Comedy",8.3,1266
tt0096697,tt0701146,The Simpsons,"Kiss Kiss, Bang Bangalore",17,17,2006,30,"Animation,Comedy",7.2,842
tt0096697,tt0701147,The Simpsons,Krusty Gets Busted,12,1,1990,30,"Animation,Comedy",8.4,2197
tt0096697,tt0701148,The Simpsons,Krusty Gets Kancelled,22,4,1993,30,"Animation,Comedy",8.2,1614
tt0096697,tt0701149,The Simpsons,Lard of the Dance,1,10,1998,30,"Animation,Comedy",7.6,1218
tt0096697,tt0701150,The Simpsons,Large Marge,4,14,2002,30,"Animation,Comedy",7.1,927
tt0096697,tt0701151,The Simpsons,Last Exit to Springfield,17,4,1993,30,"Animation,Comedy",9.1,2364
tt0096697,tt0701152,The Simpsons,Life on the Fast Lane,9,1,1990,30,"Animation,Comedy",7.5,2059
tt0096697,tt0701153,The Simpsons,"Like Father, Like Clown",6,3,1991,30,"Animation,Comedy",7.7,1637
tt0096697,tt0701154,The Simpsons,Lisa the Beauty Queen,4,4,1992,30,"Animation,Comedy",7.8,1548
tt0096697,tt0701155,The Simpsons,Lisa the Iconoclast,16,7,1996,30,"Animation,Comedy",8.1,1354
tt0096697,tt0701156,The Simpsons,Lisa the Skeptic,8,9,1997,30,"Animation,Comedy",8.1,1287
tt0096697,tt0701157,The Simpsons,Lisa the Treehugger,4,12,2000,30,"Animation,Comedy",7.2,969
tt0096697,tt0701158,The Simpsons,Lisa the Vegetarian,5,7,1995,30,"Animation,Comedy",8.6,1682
tt0096697,tt0701159,The Simpsons,Lisa vs. Malibu Stacy,14,5,1994,30,"Animation,Comedy",8.2,1538
tt0096697,tt0701160,The Simpsons,Lisa's First Word,10,4,1992,30,"Animation,Comedy",8.6,1755
tt0096697,tt0701161,The Simpsons,Lisa's Pony,8,3,1991,30,"Animation,Comedy",7.9,1605
tt0096697,tt0701162,The Simpsons,Lisa's Rival,2,6,1994,30,"Animation,Comedy",8.1,1518
tt0096697,tt0701163,The Simpsons,Lisa's Sax,3,9,1997,30,"Animation,Comedy",8.1,1280
tt0096697,tt0701164,The Simpsons,Lisa's Substitute,19,2,1991,30,"Animation,Comedy",8.5,2154
tt0096697,tt0701165,The Simpsons,Lisa's Wedding,19,6,1995,30,"Animation,Comedy",8.3,1560
tt0096697,tt0701166,The Simpsons,Little Big Mom,10,11,2000,30,"Animation,Comedy",7.3,957
tt0096697,tt0701167,The Simpsons,Little Girl in the Big Ten,20,13,2002,30,"Animation,Comedy",7.2,822
tt0096697,tt0701168,The Simpsons,Marge Be Not Proud,11,7,1995,30,"Animation,Comedy",8.4,1538
tt0096697,tt0701169,The Simpsons,Marge Gets a Job,7,4,1992,30,"Animation,Comedy",7.9,1509
tt0096697,tt0701170,The Simpsons,Marge Simpson in 'Screaming Yellow Honkers',15,10,1999,30,"Animation,Comedy",7.3,1088
tt0096697,tt0701171,The Simpsons,Marge in Chains,21,4,1993,30,"Animation,Comedy",7.7,1411
tt0096697,tt0701172,The Simpsons,Marge on the Lam,6,5,1993,30,"Animation,Comedy",8.1,1511
tt0096697,tt0701173,The Simpsons,Marge vs. the Monorail,12,4,1993,30,"Animation,Comedy",9,2598
tt0096697,tt0701174,The Simpsons,Mayored to the Mob,9,10,1998,30,"Animation,Comedy",8.2,1258
tt0096697,tt0701175,The Simpsons,Milhouse Doesn't Live Here Anymore,12,15,2004,30,"Animation,Comedy",7.2,784
tt0096697,tt0701176,The Simpsons,Miracle on Evergreen Terrace,10,9,1997,30,"Animation,Comedy",7.6,1253
tt0096697,tt0701177,The Simpsons,Missionary: Impossible,15,11,2000,30,"Animation,Comedy",7.3,1020
tt0096697,tt0701178,The Simpsons,Moaning Lisa,6,1,1990,30,"Animation,Comedy",7.6,2185
tt0096697,tt0701179,The Simpsons,Moe Baby Blues,22,14,2003,30,"Animation,Comedy",7.7,924
tt0096697,tt0701180,The Simpsons,Mom and Pop Art,19,10,1999,30,"Animation,Comedy",7.7,1112
tt0096697,tt0701181,The Simpsons,Monty Can't Buy Me Love,21,10,1999,30,"Animation,Comedy",7.2,1032
tt0096697,tt0701182,The Simpsons,Mother Simpson,8,7,1995,30,"Animation,Comedy",8.5,1593
tt0096697,tt0701183,The Simpsons,Mr. Lisa Goes to Washington,2,3,1991,30,"Animation,Comedy",7.7,1682
tt0096697,tt0701184,The Simpsons,Mr. Plow,9,4,1992,30,"Animation,Comedy",8.8,2096
tt0096697,tt0701185,The Simpsons,Mr. Spritz Goes to Washington,14,14,2003,30,"Animation,Comedy",6.9,780
tt0096697,tt0701186,The Simpsons,22 Short Films About Springfield,21,7,1996,22,"Animation,Comedy",8.9,1853
tt0096697,tt0701187,The Simpsons,My Big Fat Geek Wedding,17,15,2004,30,"Animation,Comedy",6.7,746
tt0096697,tt0701188,The Simpsons,My Mother the Carjacker,2,15,2003,30,"Animation,Comedy",7.3,813
tt0096697,tt0701189,The Simpsons,New Kid on the Block,8,4,1992,30,"Animation,Comedy",8.2,1623
tt0096697,tt0701190,The Simpsons,New Kids on the Blecch,14,12,2001,30,"Animation,Comedy",7.2,1088
tt0096697,tt0701191,The Simpsons,"Oh Brother, Where Art Thou?",15,2,1991,23,"Animation,Comedy",8.3,1845
tt0096697,tt0701192,The Simpsons,Old Money,17,2,1991,23,"Animation,Comedy",7.6,1615
tt0096697,tt0701193,The Simpsons,Old Yeller-Belly,19,14,2003,30,"Animation,Comedy",6.8,766
tt0096697,tt0701194,The Simpsons,On a Clear Day I Can't See My Sister,11,16,2005,30,"Animation,Comedy",6.9,761
tt0096697,tt0701195,The Simpsons,"One Fish, Two Fish, Blowfish, Blue Fish",11,2,1991,23,"Animation,Comedy",8.8,2191
tt0096697,tt0701196,The Simpsons,Papa's Got a Brand New Badge,22,13,2002,30,"Animation,Comedy",7.9,939
tt0096697,tt0701197,The Simpsons,Pokey Mom,10,12,2001,30,"Animation,Comedy",7.3,990
tt0096697,tt0701198,The Simpsons,Pranksta Rap,9,16,2005,30,"Animation,Comedy",6.8,796
tt0096697,tt0701199,The Simpsons,Pray Anything,10,14,2003,30,"Animation,Comedy",6.9,795
tt0096697,tt0701200,The Simpsons,Radio Bart,13,3,1992,30,"Animation,Comedy",8.5,1764
tt0096697,tt0701201,The Simpsons,Radioactive Man,2,7,1995,30,"Animation,Comedy",8.3,1501
tt0096697,tt0701202,The Simpsons,Rosebud,4,5,1993,30,"Animation,Comedy",8.9,1939
tt0096697,tt0701203,The Simpsons,Saddlesore Galactica,13,11,2000,30,"Animation,Comedy",6.5,1076
tt0096697,tt0701204,The Simpsons,Separate Vocations,18,3,1992,30,"Animation,Comedy",8.2,1560
tt0096697,tt0701205,The Simpsons,She Used to Be My Girl,4,16,2004,30,"Animation,Comedy",6.6,769
tt0096697,tt0701206,The Simpsons,She of Little Faith,6,13,2001,30,"Animation,Comedy",7.2,926
tt0096697,tt0701207,The Simpsons,Sideshow Bob Roberts,5,6,1994,30,"Animation,Comedy",8.3,1492
tt0096697,tt0701208,The Simpsons,Sideshow Bob's Last Gleaming,9,7,1995,30,"Animation,Comedy",8,1340
tt0096697,tt0701209,The Simpsons,Simple Simpson,19,15,2004,30,"Animation,Comedy",7.3,819
tt0096697,tt0701210,The Simpsons,Simpson Tide,19,9,1998,30,"Animation,Comedy",8.3,1298
tt0096697,tt0701211,The Simpsons,Simpson and Delilah,2,2,1990,23,"Animation,Comedy",8.3,2081
tt0096697,tt0701213,The Simpsons,Simpson Safari,17,12,2001,30,"Animation,Comedy",6.8,957
tt0096697,tt0701214,The Simpsons,Smart & Smarter,13,15,2004,30,"Animation,Comedy",7.1,782
tt0096697,tt0701215,The Simpsons,Some Enchanted Evening,13,1,1990,30,"Animation,Comedy",7.8,2032
tt0096697,tt0701216,The Simpsons,Special Edna,7,14,2003,30,"Animation,Comedy",7.1,806
tt0096697,tt0701217,The Simpsons,Stark Raving Dad,1,3,1991,30,"Animation,Comedy",8.6,2304
tt0096697,tt0701218,The Simpsons,The Strong Arms of the Ma,9,14,2003,30,"Animation,Comedy",6.9,871
tt0096697,tt0701219,The Simpsons,"Summer of 4'2""",25,7,1996,30,"Animation,Comedy",8.3,1460
tt0096697,tt0701220,The Simpsons,"Sunday, Cruddy Sunday",12,10,1999,30,"Animation,Comedy",6.9,1132
tt0096697,tt0701221,The Simpsons,Sweets and Sour Marge,8,13,2002,30,"Animation,Comedy",7,870
tt0096697,tt0701222,The Simpsons,"Take My Wife, Sleaze",8,11,1999,30,"Animation,Comedy",7.2,1020
tt0096697,tt0701223,The Simpsons,Tennis the Menace,12,12,2001,30,"Animation,Comedy",6.9,958
tt0096697,tt0701224,The Simpsons,Thank God It's Doomsday,19,16,2005,30,"Animation,Comedy",7.2,774
tt0096697,tt0701225,The Simpsons,The Bart Wants What It Wants,11,13,2002,30,"Animation,Comedy",7.1,835
tt0096697,tt0701226,The Simpsons,The Blunder Years,5,13,2001,30,"Animation,Comedy",7.7,959
tt0096697,tt0701227,The Simpsons,Brother from Another Series,16,8,1997,30,"Animation,Comedy",8.2,1426
tt0096697,tt0701228,The Simpsons,The Call of the Simpsons,7,1,1990,30,"Animation,Comedy",7.9,2111
tt0096697,tt0701229,The Simpsons,The Canine Mutiny,20,8,1997,30,"Animation,Comedy",7.7,1202
tt0096697,tt0701230,The Simpsons,The City of New York vs. Homer Simpson,1,9,1997,30,"Animation,Comedy",9.1,2468
tt0096697,tt0701231,The Simpsons,The Computer Wore Menace Shoes,6,12,2000,30,"Animation,Comedy",7.7,1038
tt0096697,tt0701232,The Simpsons,The Crepes of Wrath,11,1,1990,30,"Animation,Comedy",7.8,2008
tt0096697,tt0701233,The Simpsons,The Dad Who Knew Too Little,8,14,2003,30,"Animation,Comedy",7.3,824
tt0096697,tt0701234,The Simpsons,The Day the Violence Died,18,7,1996,30,"Animation,Comedy",8,1311
tt0096697,tt0701235,The Simpsons,The Fat and the Furriest,5,15,2003,30,"Animation,Comedy",7.2,791
tt0096697,tt0701236,The Simpsons,"The Father, the Son, and the Holy Guest Star",21,16,2005,30,"Animation,Comedy",7.3,830
tt0096697,tt0701237,The Simpsons,The Front,19,4,1993,30,"Animation,Comedy",8.1,1461
tt0096697,tt0701238,The Simpsons,The Frying Game,21,13,2002,30,"Animation,Comedy",7.1,848
tt0096697,tt0701239,The Simpsons,The Girl Who Slept Too Little,2,17,2005,30,"Animation,Comedy",6.9,776
tt0096697,tt0701240,The Simpsons,The Great Louse Detective,6,14,2002,30,"Animation,Comedy",7.3,856
tt0096697,tt0701241,The Simpsons,The Great Money Caper,7,12,2000,30,"Animation,Comedy",7.3,989
tt0096697,tt0701242,The Simpsons,The Heartbroke Kid,17,16,2005,30,"Animation,Comedy",7.2,755
tt0096697,tt0701243,The Simpsons,The Homer They Fall,3,8,1996,30,"Animation,Comedy",8,1401
tt0096697,tt0701244,The Simpsons,The Italian Bob,8,17,2005,30,"Animation,Comedy",7,900
tt0096697,tt0701245,The Simpsons,The Itchy & Scratchy & Poochie Show,14,8,1997,30,"Animation,Comedy",8,1395
tt0096697,tt0701246,The Simpsons,The Last Temptation of Homer,9,5,1993,30,"Animation,Comedy",8.4,1708
tt0096697,tt0701247,The Simpsons,The Last Temptation of Krust,15,9,1998,30,"Animation,Comedy",7.5,1144
tt0096697,tt0701248,The Simpsons,The Last of the Red Hat Mamas,7,17,2005,30,"Animation,Comedy",6.7,734
tt0096697,tt0701249,The Simpsons,The Lastest Gun in the West,12,13,2002,30,"Animation,Comedy",6.5,877
tt0096697,tt0701250,The Simpsons,The Mansion Family,12,11,2000,30,"Animation,Comedy",7.3,977
tt0096697,tt0701251,The Simpsons,The Old Man and the 'C' Student,20,10,1999,30,"Animation,Comedy",7.3,1019
tt0096697,tt0701252,The Simpsons,The Old Man and the Key,13,13,2002,30,"Animation,Comedy",6.5,826
tt0096697,tt0701253,The Simpsons,The Old Man and the Lisa,21,8,1997,30,"Animation,Comedy",7.9,1260
tt0096697,tt0701254,The Simpsons,The Otto Show,22,3,1992,30,"Animation,Comedy",7.8,1522
tt0096697,tt0701255,The Simpsons,The Parent Rap,2,13,2001,30,"Animation,Comedy",7.1,897
tt0096697,tt0701256,The Simpsons,The President Wore Pearls,3,15,2003,30,"Animation,Comedy",7,846
tt0096697,tt0701257,The Simpsons,The Principal and the Pauper,2,9,1997,30,"Animation,Comedy",7.2,1525
tt0096697,tt0701258,The Simpsons,The Regina Monologues,4,15,2003,30,"Animation,Comedy",7.1,912
tt0096697,tt0701259,The Simpsons,The Secret War of Lisa Simpson,25,8,1997,30,"Animation,Comedy",7.8,1257
tt0096697,tt0701260,The Simpsons,The Seven-Beer Snitch,14,16,2005,30,"Animation,Comedy",6.9,725
tt0096697,tt0701261,The Simpsons,The Simpsons 138th Episode Spectacular!,10,7,1995,30,"Animation,Comedy",7.5,1328
tt0096697,tt0701262,The Simpsons,The Simpsons Spin-Off Showcase,24,8,1997,30,"Animation,Comedy",7.2,1302
tt0096697,tt0701263,The Simpsons,The Springfield Files,10,8,1997,30,"Animation,Comedy",9.1,2289
tt0096697,tt0701264,The Simpsons,The Sweetest Apu,19,13,2002,30,"Animation,Comedy",6.9,809
tt0096697,tt0701265,The Simpsons,The Trouble with Trillions,20,9,1998,30,"Animation,Comedy",7.9,1219
tt0096697,tt0701266,The Simpsons,The Twisted World of Marge Simpson,11,8,1997,30,"Animation,Comedy",7.8,1287
tt0096697,tt0701267,The Simpsons,The Two Mrs. Nahasapeemapetilons,7,9,1997,30,"Animation,Comedy",7.8,1179
tt0096697,tt0701268,The Simpsons,The Wandering Juvie,16,15,2004,30,"Animation,Comedy",6.9,796
tt0096697,tt0701269,The Simpsons,The Way We Was,12,2,1991,23,"Animation,Comedy",8.2,1831
tt0096697,tt0701270,The Simpsons,The Wizard of Evergreen Terrace,2,10,1998,30,"Animation,Comedy",8.2,1275
tt0096697,tt0701271,The Simpsons,The Ziff Who Came to Dinner,14,15,2004,30,"Animation,Comedy",6.8,760
tt0096697,tt0701272,The Simpsons,They Saved Lisa's Brain,22,10,1999,30,"Animation,Comedy",7.4,1052
tt0096697,tt0701273,The Simpsons,Thirty Minutes Over Tokyo,23,10,1999,30,"Animation,Comedy",8,1246
tt0096697,tt0701274,The Simpsons,Three Gays of the Condo,17,14,2003,30,"Animation,Comedy",7.2,858
tt0096697,tt0701275,The Simpsons,Three Men and a Comic Book,21,2,1991,30,"Animation,Comedy",8.4,1793
tt0096697,tt0701276,The Simpsons,"Today, I Am a Clown",6,15,2003,30,"Animation,Comedy",6.5,776
tt0096697,tt0701277,The Simpsons,Trash of the Titans,22,9,1998,30,"Animation,Comedy",8.5,1431
tt0096697,tt0701278,The Simpsons,Treehouse of Horror,3,2,1990,30,"Animation,Comedy",8.3,2324
tt0096697,tt0701279,The Simpsons,Treehouse of Horror IV,5,5,1993,30,"Animation,Comedy",8.7,1875
tt0096697,tt0701280,The Simpsons,Treehouse of Horror IX,4,10,1998,30,"Animation,Comedy",8,1332
tt0096697,tt0701281,The Simpsons,Treehouse of Horror V,6,6,1994,30,"Animation,Comedy",9.1,2276
tt0096697,tt0701283,The Simpsons,Treehouse of Horror X,4,11,1999,30,"Animation,Comedy",7.8,1177
tt0096697,tt0701284,The Simpsons,Treehouse of Horror XII,1,13,2001,30,"Animation,Comedy",7.5,1096
tt0096697,tt0701285,The Simpsons,Treehouse of Horror XIV,1,15,2003,30,"Animation,Comedy",7.4,996
tt0096697,tt0701286,The Simpsons,Treehouse of Horror XV,1,16,2004,30,"Animation,Comedy",7.4,906
tt0096697,tt0701287,The Simpsons,Treehouse of Horror XVI,4,17,2005,30,"Animation,Comedy",7.3,862
